shot_id,shot_made_flag
1,0.3254618368665389
8,0.761884073469986
17,0.9079356184369244
20,0.9079356184369244
33,0.3197484403330022
34,0.31005697570210244
35,0.9189617736042452
36,0.9189617736042452
37,0.9100008602349787
38,0.28460998234045537
45,0.8686950831122211
50,0.31542262207938054
55,0.06900088214157167
60,0.07512213488361179
66,0.5398946061219241
67,0.3385510671457433
71,0.3126491099005216
80,0.482285356419884
85,0.48422727234341695
86,0.3085526403111745
95,0.3128272951472745
104,0.25650942030216056
113,0.2841934718710869
123,0.3027615418858874
126,0.2717185618889632
133,0.9046015995107689
141,0.5162977471255003
144,0.1588560263902749
150,0.9124174205492788
152,0.4454018285971234
153,0.9124174205492788
156,0.8110474682635317
159,0.990420250662447
165,0.990420250662447
172,0.30551689947082505
182,0.9899222671311035
192,0.3087039373508673
193,0.9057137585425256
196,0.34285755566679577
202,0.3044606625669766
210,0.09432774972831234
211,0.28035468382781104
228,0.989298540001828
257,0.30775789614153426
260,0.30775789614153426
264,0.2976467189062496
267,0.34183504440308365
279,0.9897446372692085
282,0.294423472413266
293,0.5383773165020309
299,0.37037194809139234
300,0.3053708561527209
301,0.29649666340076475
317,0.10069269665699954
327,0.12256175625197424
328,0.3268721953427096
335,0.905270575029915
346,0.5182395242029614
348,0.504503773190284
365,0.4522236938085256
390,0.9111780416998215
391,0.9111780416998215
392,0.5222130660240967
397,0.09972569085841751
418,0.29460479211332347
428,0.34167927803546044
434,0.4391916323949309
439,0.9080002009489254
440,0.12790801486161452
456,0.3517954714414565
459,0.526824527592963
472,0.31179931093594565
480,0.3422368582413827
491,0.09678701225539052
497,0.346014743844232
509,0.18127451670207048
511,0.09253675903130876
523,0.47295696524263864
533,0.33980008859441857
544,0.908202606040148
546,0.14569504497634236
555,0.908202606040148
558,0.22052426322032745
560,0.3342907439426762
573,0.36861546407486
591,0.2797413973468873
596,0.5228345422812067
597,0.26166408530613955
601,0.4386587930297418
605,0.29130701989198565
617,0.33827910487764085
628,0.28161104691845373
634,0.2889953939586808
646,0.48848428214802053
649,0.2728174818458547
651,0.8973669982541109
654,0.9886066630569088
656,0.9043894568988419
657,0.49529811488160125
669,0.329799548231961
670,0.9894595582325642
693,0.53340451237774
694,0.4332279190503046
699,0.43081373999806966
711,0.33919148655300696
718,0.34563318499294193
722,0.34563318499294193
723,0.09538342534561524
725,0.5650331211576493
734,0.31540513606573806
735,0.9079356184369244
737,0.5260929286417639
746,0.3488067435353841
747,0.32476009904961367
766,0.17178540376170492
767,0.32459757086730345
771,0.34815360809583423
773,0.5291213932739993
774,0.44722475919750593
783,0.5077335809403517
784,0.11603722300115606
789,0.3071484965362668
792,0.1225786155585485
804,0.12376545521356834
809,0.29712719474601595
812,0.30299656064283875
813,0.11904721712091561
817,0.49209172989736216
820,0.29815550234588895
825,0.29063984045258917
826,0.2878312601010512
829,0.15593825021989124
855,0.12350937675648836
859,0.9046015995107689
862,0.12036985706506542
870,0.11100414937051702
876,0.30250518126604425
880,0.3046833538899734
886,0.9892625313167716
889,0.28915124173963846
891,0.9027585372133184
897,0.9892625313167716
902,0.19517370774533851
903,0.5065680722567132
908,0.1194430418437858
909,0.2785399795390833
920,0.19517370774533851
922,0.30036676333567786
924,0.3082243818763024
932,0.20216102443100986
934,0.1684716334694051
937,0.1209840619189241
941,0.348980127515327
943,0.3604335759255261
950,0.29883019427245533
952,0.3253960839562482
954,0.9903819908644076
963,0.3460295484180543
975,0.29428731996302515
979,0.433841786472254
981,0.49023032355221896
983,0.13928071082163102
985,0.8992576196777045
989,0.8992576196777045
995,0.3042476150368985
998,0.9010568756299975
1008,0.506200800720976
1019,0.9050933139487943
1023,0.2733095821977108
1026,0.31744842408493484
1029,0.3384579121683909
1034,0.29139530191689006
1036,0.5177238629659973
1038,0.28146189307641845
1039,0.3071601400953719
1051,0.8155942297580127
1052,0.3858951109816503
1066,0.3654342180255539
1087,0.5389013511513769
1092,0.31573024646067926
1094,0.4028490917842503
1098,0.2969046275061602
1099,0.18493052418852227
1102,0.0946098851567842
1118,0.3257092085796535
1131,0.48371147405139964
1133,0.8978917930790759
1135,0.988670810767963
1138,0.8978917930790759
1139,0.988670810767963
1142,0.11261053093847448
1151,0.7718445365325847
1152,0.2501500176879185
1155,0.7718445365325847
1165,0.376938190838883
1167,0.9801741254331189
1172,0.8328246566018012
1174,0.625763503171112
1180,0.9043894568988419
1200,0.31626196022134256
1202,0.31902012092366944
1227,0.3874214589572111
1228,0.9189617736042452
1229,0.28460998234045537
1237,0.9145566350536444
1241,0.41135342803809555
1256,0.36618811715444766
1279,0.33900013395279016
1293,0.914387410429041
1295,0.2958931838319846
1319,0.905270575029915
1320,0.43472830135108054
1321,0.504503773190284
1322,0.504503773190284
1334,0.16875034532379463
1351,0.8998215095664707
1373,0.315387378605505
1375,0.2797519168532598
1380,0.9048746032028818
1382,0.49395209634636145
1385,0.7833022833140719
1399,0.4933182716660609
1403,0.9893766325349695
1428,0.2876968048728628
1434,0.09436767400765592
1444,0.990671043561338
1448,0.1557286115225862
1466,0.4588319078305903
1476,0.4588319078305903
1478,0.35822930139894654
1485,0.35822930139894654
1491,0.9147459699464846
1494,0.3905283106656493
1500,0.9124174205492788
1501,0.3585179947925205
1503,0.30997301239949554
1519,0.9121265765164678
1524,0.5545345440900533
1529,0.5251506888296942
1533,0.9121265765164678
1538,0.9886754223401737
1539,0.30022254154913836
1546,0.8979295415491145
1555,0.28366688350123354
1559,0.28942336193302776
1563,0.530659205996753
1565,0.9119087945322224
1574,0.2555788046427747
1591,0.281545183362118
1594,0.3890581284161544
1605,0.30798720094493
1611,0.2929550297950861
1614,0.41386663215200686
1620,0.292041225312766
1626,0.299894434375945
1630,0.273224734000572
1632,0.17913617427521158
1634,0.4848253905302996
1643,0.24970657923024306
1651,0.2978706037867246
1655,0.27302798158952163
1658,0.3584671480545647
1659,0.4579977837666216
1665,0.47131572847449843
1675,0.5186284604974024
1680,0.9903900123568649
1690,0.28859720273531664
1696,0.5112580139111343
1714,0.5245458434076937
1721,0.31812966567805157
1726,0.2829477091163328
1728,0.46386042872827293
1734,0.3029318918464378
1735,0.35375183455195974
1740,0.5586802032255027
1744,0.3065255694314784
1747,0.24531604032222964
1752,0.2959923565904932
1763,0.8924985695100789
1765,0.8924985695100789
1769,0.3003079910107762
1785,0.3304843615167777
1787,0.3416493452896287
1788,0.9052544321150413
1793,0.3135432699381049
1800,0.32887689605987475
1825,0.43209372236073856
1826,0.905441672755096
1834,0.11492136851808572
1843,0.1245712697283739
1844,0.1245712697283739
1848,0.315397070036385
1849,0.9079324958559635
1860,0.9079324958559635
1863,0.9079324958559635
1875,0.34694892690524326
1883,0.3288273430312935
1890,0.22840334109263363
1892,0.4219911583340229
1893,0.30762975363612793
1897,0.553935335215468
1905,0.2759460129507741
1908,0.47401894802220057
1931,0.495871009022944
1940,0.988934790788972
1943,0.4360185497323558
1947,0.0595193187527492
1965,0.5120785082812216
1967,0.29793098989511413
1968,0.29793098989511413
