shot_id,shot_made_flag
1,0.34319860402702396
8,0.7673671040725308
17,0.9143853752209048
20,0.9104508454661597
33,0.3373295532769736
34,0.3273616510947632
35,0.9247031323288459
36,0.9247031323288459
37,0.916319267320492
38,0.28700405035122556
45,0.8721313900972963
50,0.28775123100913813
55,0.07430074805707759
60,0.07594110276007233
66,0.5071184518013381
67,0.35662402974109486
71,0.33002925361066004
80,0.4495891385796875
85,0.5041496071316316
86,0.32581300487439635
95,0.31535408980708785
104,0.2623628010778448
113,0.25822832457788236
123,0.3052431479380876
126,0.2777893329291609
133,0.9071986028828725
141,0.4834489132577261
144,0.16979879910038276
150,0.9133501605958245
152,0.4483008644857753
153,0.9133501605958245
156,0.8128383317146081
159,0.9907050425189837
165,0.989089241999821
172,0.3226866968520258
182,0.9885228705060364
192,0.3259687754810183
193,0.9123041376045059
196,0.36103493071721976
202,0.3109506249416843
210,0.08368160598078384
211,0.2546155092544554
228,0.9896163290548609
257,0.3249946989948513
260,0.3249946989948513
264,0.3040549285437098
267,0.3487222566719475
279,0.9905229210539478
282,0.29686583379546466
293,0.5055920558335791
299,0.3731111743551151
300,0.307864406050865
301,0.2989489360579491
317,0.08939909417811294
327,0.12382865909783111
328,0.33361074776872435
335,0.9118889179445951
346,0.5211671379159729
348,0.512118242593037
365,0.47203436962310785
390,0.8999493369222198
391,0.8999493369222198
392,0.48936864101419814
397,0.10711397190191049
418,0.26804462150062236
428,0.35982838990767113
434,0.4420824677591942
439,0.9105138374648976
440,0.13134522132322224
456,0.3701797746473091
459,0.5466419709012433
472,0.31837410088126944
480,0.3132896405884714
491,0.09781718706391669
497,0.3529410092376581
509,0.19340649990482583
511,0.09945127568102759
523,0.4805570792183831
533,0.35790364983704703
544,0.9091757649985945
546,0.1495282787605154
555,0.896640420786653
558,0.2345305992343609
560,0.3522573953457214
573,0.37573421391600026
591,0.285921043702729
596,0.48999111569037695
597,0.23707558283694175
601,0.40659737320615025
605,0.3080324391171574
617,0.3451322421184057
628,0.25579752611402085
634,0.30564533144769096
646,0.4960990457018511
649,0.24753227444328885
651,0.8846134269018581
654,0.9870269754113964
656,0.9110633119475458
657,0.515220936959998
669,0.3365682743236331
670,0.9897726151428329
693,0.5005936865982262
694,0.40127968338861436
699,0.45045778551733107
711,0.3460534412998806
718,0.3638762322216663
722,0.3482906568453057
723,0.09640025524194946
725,0.5679134623412326
734,0.3328642931890758
735,0.9143853752209048
737,0.5459146025366595
746,0.3557584947448813
747,0.3314765517015704
766,0.17346053619263363
767,0.3271741721134961
771,0.3508200693544161
773,0.5367049618411198
774,0.45476816877884146
783,0.5106647554672541
784,0.11724569464317583
789,0.3136699151369504
792,0.12589328189588198
804,0.11020114437253756
809,0.2995824616373791
812,0.3054792490570392
813,0.12028277085605732
817,0.4997077915881888
