shot_id,shot_made_flag
1,0.43042311763999697
8,0.4405643014656701
17,0.5910128499107404
20,0.5692675543728821
33,0.4171936788630059
34,0.4381590759910048
35,0.5862429930418027
36,0.5862429930418027
37,0.5897909207679914
38,0.42481693286002187
45,0.5608270540217143
50,0.3752272073460731
55,0.3470636449357281
60,0.35245021538228705
66,0.4439046585395813
67,0.40406414305682736
71,0.389488532158971
80,0.4215473055801653
85,0.45541617139787854
86,0.40142613799051674
95,0.40069848310491923
104,0.3906669993600565
113,0.3663895652864162
123,0.38924377163239215
126,0.40317641829256556
133,0.557059973884695
141,0.43884806063711757
144,0.3768676449740893
150,0.589566068391398
152,0.43555846012066185
153,0.589566068391398
156,0.3843884745846985
159,0.9304222928363138
165,0.9274759776292798
172,0.4439431711302065
182,0.9261018096491654
192,0.41778242657937015
193,0.5903765046952651
196,0.42492392255912276
202,0.38632414304648427
210,0.3167573141496884
211,0.3897216994175151
228,0.9232181426896261
257,0.4529573783929014
260,0.4529573783929014
264,0.4345345673729711
267,0.40355906361741095
279,0.9328924180672605
282,0.43631742444036814
293,0.4229775961382637
299,0.3875164807421318
300,0.3701562301440388
301,0.38738478495108386
317,0.29273947294314545
327,0.35976539822248116
328,0.41164426923923314
335,0.5798622087177845
346,0.4618569487328618
348,0.4435403834917598
365,0.4374615551856334
390,0.5659299291148032
391,0.5659299291148032
392,0.45153796087683257
397,0.3654073087608235
418,0.4025224508534788
428,0.4119869634655026
434,0.42979615753959605
439,0.5621855285257216
440,0.34239442618668875
456,0.4261702521425883
459,0.49179053339262935
472,0.42829963915301933
480,0.4113949677667282
491,0.3409058526575803
497,0.3952243239913493
509,0.31559146042345215
511,0.3272767525867122
523,0.4057631465130666
533,0.42683633083797506
544,0.5956279205841486
546,0.3653075473899375
555,0.5739511148891663
558,0.3586674960896039
560,0.4206806886732173
573,0.4026044933556038
591,0.4096488944510826
596,0.43584376425690163
597,0.38263171382571265
601,0.4142561482174814
605,0.4191731381429181
617,0.3911348534699769
628,0.3572343332266634
634,0.396475731596217
646,0.43606840158120697
649,0.3954397625312622
651,0.5357633603118177
654,0.9182621676340995
656,0.5885332285569993
657,0.45271881534039077
669,0.3874408806852438
670,0.9271884572497625
693,0.46992691574263773
694,0.4263736600831075
699,0.44223895422772264
711,0.3984225028411971
718,0.42267807355752723
722,0.41182294389647384
723,0.3343399927118942
725,0.45941726929786536
734,0.4219909074051111
735,0.5910128499107404
737,0.48443561514970407
746,0.4038976644802475
747,0.39336540303380113
766,0.3403208085235811
767,0.40466932866342753
771,0.4188577331193824
773,0.4622237713310046
774,0.41880139373436204
783,0.4563373273114628
784,0.3348382029622638
789,0.38121485124596044
792,0.33685450569117564
804,0.3184231483487804
809,0.3976678741314316
812,0.3842722732933186
813,0.3496757047057555
817,0.4446886497883157
